iter	Passed	Remaining
1677	11290	42538
1678	11296	42529
1679	11303	42523
1680	11310	42515
1681	11316	42507
1682	11323	42501
1683	11330	42495
1684	11336	42488
1685	11343	42480
1686	11350	42474
1687	11357	42467
1688	11362	42457
1689	11369	42451
1690	11376	42445
1691	11383	42439
1692	11390	42432
1693	11397	42425
1694	11403	42419
1695	11410	42412
1696	11416	42404
1697	11423	42396
1698	11429	42387
1699	11435	42378
1700	11441	42370
1701	11449	42365
1702	11455	42358
1703	11462	42353
1704	11469	42345
1705	11475	42337
1706	11481	42328
1707	11488	42321
1708	11495	42316
1709	11502	42312
1710	11509	42305
1711	11516	42298
1712	11522	42289
1713	11528	42279
1714	11535	42275
1715	11542	42267
1716	11548	42259
1717	11554	42249
1718	11561	42244
1719	11569	42241
1720	11576	42236
1721	11582	42228
1722	11589	42219
1723	11595	42213
1724	11602	42205
1725	11608	42198
1726	11614	42188
1727	11621	42181
1728	11627	42172
1729	11633	42162
1730	11640	42157
1731	11647	42151
1732	11653	42143
1733	11661	42138
1734	11667	42129
1735	11674	42124
1736	11681	42117
1737	11687	42111
1738	11695	42106
1739	11702	42100
1740	11708	42092
1741	11715	42086
1742	11721	42077
1743	11728	42070
1744	11734	42062
1745	11741	42055
1746	11747	42047
1747	11754	42041
1748	11761	42035
1749	11767	42028
1750	11774	42019
1751	11780	42013
1752	11787	42005
1753	11794	42000
1754	11800	41992
1755	11807	41986
1756	11813	41977
1757	11819	41967
1758	11825	41958
1759	11833	41953
1760	11839	41945
1761	11845	41938
1762	11852	41929
1763	11858	41922
1764	11865	41915
1765	11871	41907
1766	11879	41902
1767	11886	41896
1768	11892	41890
1769	11899	41882
1770	11905	41875
1771	11912	41867
1772	11918	41859
1773	11925	41854
1774	11932	41848
1775	11939	41840
1776	11945	41833
1777	11952	41826
1778	11959	41819
1779	11965	41811
1780	11972	41804
1781	11978	41797
1782	11985	41789
1783	11990	41780
1784	11998	41775
1785	12005	41769
1786	12012	41763
1787	12019	41757
1788	12025	41750
1789	12031	41741
1790	12038	41735
1791	12045	41730
1792	12052	41722
1793	12058	41714
1794	12065	41706
1795	12072	41700
1796	12079	41695
1797	12085	41686
1798	12092	41680
1799	12098	41674
1800	12105	41667
1801	12112	41660
1802	12119	41654
1803	12125	41647
1804	12132	41640
1805	12138	41632
1806	12145	41624
1807	12152	41618
1808	12159	41612
1809	12165	41604
1810	12172	41597
1811	12178	41588
1812	12184	41580
1813	12190	41570
1814	12196	41563
1815	12203	41557
1816	12210	41550
1817	12217	41544
1818	12224	41538
1819	12230	41531
1820	12237	41523
1821	12243	41516
1822	12250	41510
1823	12257	41504
1824	12264	41497
1825	12271	41491
1826	12277	41482
1827	12284	41478
1828	12291	41470
1829	12297	41461
1830	12304	41455
1831	12310	41447
1832	12317	41441
1833	12324	41434
1834	12330	41427
1835	12337	41420
1836	12344	41414
1837	12350	41405
1838	12356	41397
1839	12363	41390
1840	12369	41381
1841	12376	41375
1842	12383	41369
1843	12389	41360
1844	12395	41350
1845	12402	41346
1846	12408	41337
1847	12415	41330
1848	12421	41323
1849	12429	41319
1850	12436	41312
1851	12442	41305
1852	12449	41298
1853	12456	41291
1854	12462	41284
1855	12469	41277
1856	12475	41270
1857	12482	41263
1858	12489	41256
1859	12495	41249
1860	12502	41242
1861	12509	41235
1862	12515	41227
1863	12522	41221
1864	12529	41215
1865	12536	41208
1866	12542	41202
1867	12549	41195
1868	12555	41187
1869	12562	41180
1870	12569	41175
1871	12576	41169
1872	12583	41162
1873	12589	41155
1874	12596	41148
1875	12602	41140
1876	12609	41134
1877	12616	41127
1878	12622	41118
1879	12629	41111
1880	12636	41106
1881	12642	41098
1882	12649	41092
1883	12656	41086
1884	12663	41080
1885	12670	41073
1886	12676	41066
1887	12683	41060
1888	12690	41053
1889	12697	41047
1890	12704	41042
1891	12711	41037
1892	12718	41029
1893	12725	41024
1894	12731	41017
1895	12738	41009
1896	12744	41002
1897	12751	40994
1898	12757	40988
1899	12764	40981
1900	12771	40973
1901	12777	40967
1902	12784	40959
1903	12791	40954
1904	12798	40947
1905	12804	40940
1906	12811	40933
1907	12818	40927
1908	12824	40919
1909	12831	40911
1910	12837	40903
1911	12844	40896
1912	12850	40890
1913	12858	40885
1914	12864	40879
1915	12871	40870
1916	12878	40864
1917	12884	40855
1918	12890	40847
1919	12898	40843
1920	12904	40836
1921	12909	40825
1922	12916	40818
1923	12923	40812
1924	12930	40806
1925	12936	40798
1926	12943	40791
1927	12950	40785
1928	12956	40776
1929	12962	40768
1930	12969	40762
1931	12976	40757
1932	12983	40749
1933	12989	40741
1934	12995	40732
1935	13002	40727
1936	13009	40721
1937	13016	40713
1938	13023	40709
1939	13029	40701
1940	13036	40694
1941	13042	40686
1942	13049	40678
1943	13055	40670
1944	13062	40663
1945	13069	40658
1946	13075	40650
1947	13081	40641
1948	13088	40635
1949	13095	40630
1950	13102	40624
1951	13109	40617
1952	13116	40611
1953	13123	40605
1954	13129	40598
1955	13136	40591
1956	13142	40583
1957	13149	40577
1958	13156	40569
1959	13162	40562
1960	13170	40557
1961	13176	40551
1962	13183	40543
1963	13189	40534
1964	13195	40526
1965	13202	40521
1966	13209	40513
1967	13215	40507
1968	13222	40501
1969	13229	40494
1970	13236	40488
1971	13243	40482
1972	13249	40475
1973	13256	40468
1974	13263	40462
1975	13270	40455
1976	13276	40447
1977	13282	40439
1978	13289	40433
1979	13296	40427
1980	13303	40420
1981	13310	40414
1982	13316	40406
1983	13322	40398
1984	13329	40392
1985	13335	40383
1986	13342	40377
1987	13350	40372
1988	13357	40367
1989	13364	40362
1990	13371	40355
1991	13378	40349
1992	13384	40341
1993	13391	40334
1994	13397	40328
1995	13404	40320
1996	13411	40314
1997	13418	40307
1998	13424	40301
1999	13431	40295
2000	13438	40289
2001	13445	40283
2002	13453	40279
2003	13459	40269
2004	13465	40263
2005	13472	40255
2006	13478	40247
2007	13484	40239
2008	13491	40233
2009	13498	40226
2010	13505	40220
2011	13512	40215
2012	13520	40211
2013	13527	40205
2014	13533	40198
2015	13540	40190
2016	13546	40183
2017	13552	40174
2018	13559	40167
2019	13565	40160
2020	13572	40152
2021	13578	40145
2022	13587	40144
2023	13610	40187
2024	13620	40190
2025	13632	40197
2026	13641	40198
2027	13649	40195
2028	13657	40192
2029	13666	40190
2030	13674	40187
2031	13681	40183
2032	13689	40178
2033	13697	40175
2034	13705	40172
2035	13712	40168
2036	13720	40166
2037	13729	40164
2038	13737	40161
2039	13745	40159
2040	13754	40158
2041	13761	40153
2042	13769	40149
2043	13776	40144
2044	13784	40139
2045	13790	40132
2046	13798	40126
2047	13805	40122
2048	13813	40117
2049	13820	40112
2050	13827	40106
2051	13834	40100
2052	13841	40095
2053	13848	40088
2054	13855	40082
2055	13862	40076
2056	13869	40072
2057	13876	40066
2058	13883	40060
2059	13890	40054
2060	13897	40047
2061	13904	40041
2062	13912	40036
2063	13918	40028
2064	13925	40023
2065	13933	40019
2066	13940	40013
2067	13947	40008
2068	13955	40004
2069	13962	39999
2070	13969	39994
2071	13977	39988
2072	13984	39983
2073	13992	39979
2074	13999	39973
2075	14006	39969
2076	14014	39964
2077	14021	39959
2078	14029	39954
2079	14035	39948
2080	14043	39943
2081	14050	39937
2082	14058	39934
2083	14065	39927
2084	14071	39921
2085	14078	39914
2086	14085	39908
2087	14092	39902
2088	14100	39897
2089	14107	39891
2090	14113	39883
2091	14120	39877
2092	14127	39872
2093	14134	39866
2094	14141	39859
2095	14148	39852
2096	14154	39843
2097	14161	39838
2098	14168	39833
2099	14176	39828
2100	14182	39821
2101	14189	39815
2102	14196	39808
2103	14203	39802
2104	14210	39796
2105	14218	39792
2106	14225	39787
2107	14232	39779
2108	14239	39775
2109	14247	39771
2110	14255	39767
2111	14262	39762
2112	14269	39755
2113	14277	39751
2114	14284	39745
2115	14291	39741
2116	14299	39738
2117	14306	39732
2118	14315	39729
2119	14322	39725
2120	14330	39721
2121	14337	39715
2122	14344	39710
2123	14351	39703
2124	14358	39697
2125	14364	39688
2126	14372	39684
2127	14378	39676
2128	14386	39671
2129	14393	39666
2130	14401	39662
2131	14408	39656
2132	14415	39651
2133	14423	39646
2134	14429	39640
2135	14437	39634
2136	14443	39626
2137	14450	39620
2138	14457	39613
2139	14464	39607
2140	14471	39601
2141	14477	39594
2142	14484	39588
2143	14491	39580
2144	14498	39574
2145	14504	39567
2146	14511	39561
2147	14518	39554
2148	14525	39548
2149	14532	39541
2150	14538	39533
2151	14546	39529
2152	14553	39522
2153	14560	39516
2154	14567	39510
2155	14574	39504
2156	14580	39497
2157	14587	39491
2158	14594	39485
2159	14601	39479
2160	14608	39470
2161	14615	39465
2162	14622	39460
2163	14629	39454
2164	14636	39447
2165	14643	39440
2166	14650	39435
2167	14657	39429
2168	14663	39419
2169	14669	39412
2170	14677	39407
2171	14683	39399
2172	14690	39393
2173	14697	39386
2174	14704	39379
2175	14710	39373
2176	14718	39367
2177	14724	39360
2178	14731	39354
2179	14737	39346
2180	14744	39338
2181	14750	39331
2182	14757	39324
2183	14764	39318
2184	14770	39310
2185	14777	39303
2186	14784	39296
2187	14791	39290
2188	14798	39284
2189	14804	39275
2190	14811	39268
2191	14817	39262
2192	14825	39256
2193	14831	39249
2194	14838	39241
2195	14845	39235
2196	14852	39229
2197	14859	39223
2198	14865	39214
2199	14872	39208
2200	14878	39200
2201	14885	39193
2202	14891	39185
2203	14898	39179
2204	14904	39171
2205	14912	39166
2206	14918	39158
2207	14925	39152
2208	14932	39145
2209	14939	39138
2210	14945	39132
2211	14952	39126
2212	14959	39119
2213	14966	39112
2214	14973	39106
2215	14980	39099
2216	14986	39092
2217	14993	39085
2218	14999	39078
2219	15006	39069
2220	15012	39063
2221	15019	39055
2222	15026	39049
2223	15033	39043
2224	15039	39036
2225	15046	39028
2226	15053	39021
2227	15059	39014
2228	15066	39008
2229	15073	39000
2230	15079	38992
2231	15086	38986
2232	15093	38979
2233	15099	38972
2234	15106	38965
2235	15113	38958
2236	15120	38953
2237	15127	38947
2238	15133	38939
2239	15140	38933
2240	15147	38926
2241	15154	38920
2242	15160	38912
2243	15168	38907
2244	15175	38901
2245	15182	38895
2246	15189	38889
2247	15196	38883
2248	15203	38877
2249	15209	38869
2250	15215	38861
2251	15221	38852
2252	15228	38845
2253	15235	38837
2254	15241	38831
2255	15248	38823
2256	15254	38816
2257	15261	38808
2258	15267	38800
2259	15273	38791
2260	15280	38786
2261	15288	38781
2262	15295	38776
2263	15301	38767
2264	15308	38760
2265	15314	38751
2266	15320	38745
2267	15328	38739
2268	15334	38732
2269	15341	38724
2270	15348	38718
2271	15354	38711
2272	15361	38704
2273	15368	38697
2274	15375	38691
2275	15382	38685
2276	15389	38680
2277	15397	38675
2278	15404	38670
2279	15411	38663
2280	15417	38655
2281	15423	38647
2282	15430	38641
2283	15437	38634
2284	15444	38627
2285	15451	38621
2286	15457	38613
2287	15464	38607
2288	15471	38599
2289	15477	38591
2290	15483	38584
2291	15490	38576
2292	15496	38569
2293	15502	38559
2294	15508	38552
2295	15515	38545
2296	15522	38539
2297	15528	38530
2298	15535	38524
2299	15541	38516
2300	15548	38510
2301	15554	38502
2302	15561	38494
2303	15567	38486
2304	15574	38479
2305	15581	38473
2306	15587	38465
2307	15594	38459
2308	15601	38453
2309	15608	38446
2310	15614	38438
2311	15620	38430
2312	15627	38422
2313	15633	38415
2314	15639	38407
2315	15646	38399
2316	15652	38392
2317	15660	38387
2318	15667	38380
2319	15673	38373
2320	15680	38367
2321	15687	38361
2322	15695	38356
2323	15701	38348
2324	15708	38342
2325	15714	38333
2326	15721	38327
2327	15727	38320
2328	15734	38312
2329	15746	38318
2330	15760	38329
2331	15769	38328
2332	15775	38320
2333	15783	38315
2334	15789	38307
2335	15796	38301
2336	15804	38296
2337	15811	38290
2338	15817	38283
2339	15825	38278
2340	15832	38272
2341	15838	38264
2342	15845	38257
2343	15851	38249
2344	15858	38242
2345	15865	38236
2346	15872	38231
2347	15879	38223
2348	15886	38217
2349	15892	38209
2350	15899	38203
2351	15905	38195
2352	15912	38188
2353	15919	38181
2354	15925	38173
2355	15932	38167
2356	15938	38159
2357	15945	38152
2358	15952	38146
2359	15959	38140
2360	15966	38134
2361	15973	38127
2362	15980	38121
2363	15987	38115
2364	15993	38107
2365	16000	38101
2366	16007	38094
2367	16014	38088
2368	16020	38080
2369	16026	38070
2370	16033	38065
2371	16040	38059
2372	16046	38051
2373	16053	38043
2374	16059	38035
2375	16066	38029
2376	16072	38020
2377	16078	38012
2378	16085	38005
2379	16091	37997
2380	16098	37991
2381	16104	37983
2382	16111	37977
2383	16118	37970
2384	16125	37963
2385	16131	37955
2386	16137	37947
2387	16144	37940
2388	16150	37931
2389	16157	37925
2390	16163	37918
2391	16170	37912
2392	16177	37904
2393	16183	37897
2394	16190	37890
2395	16197	37884
2396	16204	37876
2397	16211	37871
2398	16217	37863
2399	16223	37854
2400	16230	37848
2401	16237	37842
2402	16243	37834
2403	16250	37827
2404	16256	37820
2405	16263	37813
2406	16270	37806
2407	16277	37800
2408	16284	37793
2409	16290	37786
2410	16297	37780
2411	16304	37772
2412	16311	37766
2413	16318	37761
2414	16325	37753
2415	16332	37747
2416	16339	37742
2417	16348	37740
2418	16355	37734
2419	16361	37726
2420	16369	37723
2421	16376	37716
2422	16383	37708
2423	16390	37702
2424	16396	37696
2425	16404	37690
2426	16410	37682
2427	16417	37675
2428	16423	37667
2429	16430	37660
2430	16436	37653
2431	16443	37647
2432	16450	37639
2433	16457	37634
2434	16465	37629
2435	16472	37624
2436	16479	37619
2437	16487	37613
2438	16494	37608
2439	16502	37604
2440	16508	37596
2441	16515	37589
2442	16522	37584
2443	16529	37577
2444	16536	37571
2445	16543	37564
2446	16550	37558
2447	16558	37553
2448	16565	37547
2449	16572	37541
2450	16579	37534
2451	16586	37528
2452	16592	37521
2453	16599	37515
2454	16606	37507
2455	16612	37500
2456	16619	37492
2457	16626	37488
2458	16633	37481
2459	16640	37475
2460	16647	37468
2461	16653	37461
2462	16661	37455
2463	16668	37450
2464	16675	37443
2465	16681	37436
2466	16688	37428
2467	16695	37422
2468	16702	37416
2469	16709	37410
2470	16716	37404
2471	16723	37398
2472	16730	37391
2473	16737	37385
2474	16744	37378
2475	16750	37371
2476	16758	37365
2477	16764	37357
2478	16771	37351
2479	16778	37344
2480	16784	37337
2481	16791	37332
2482	16799	37326
2483	16806	37320
2484	16813	37313
2485	16820	37307
2486	16826	37300
2487	16833	37292
2488	16841	37289
2489	16849	37286
2490	16856	37279
2491	16863	37272
2492	16870	37266
2493	16877	37260
2494	16885	37255
2495	16892	37250
2496	16900	37245
2497	16906	37238
2498	16913	37232
2499	16920	37225
2500	16927	37219
2501	16934	37211
2502	16941	37206
2503	16949	37201
2504	16955	37193
2505	16962	37186
2506	16969	37180
2507	16976	37174
2508	16983	37168
2509	16990	37162
2510	16997	37156
2511	17005	37151
2512	17011	37143
2513	17018	37136
2514	17025	37131
2515	17032	37125
2516	17039	37119
2517	17047	37113
2518	17053	37106
2519	17060	37099
2520	17068	37094
2521	17075	37090
2522	17082	37083
2523	17089	37076
2524	17095	37067
2525	17102	37062
2526	17109	37056
2527	17117	37050
2528	17123	37043
2529	17130	37037
2530	17138	37032
2531	17144	37025
2532	17152	37019
2533	17159	37013
2534	17166	37008
2535	17173	37002
2536	17180	36996
2537	17186	36987
2538	17193	36979
2539	17199	36973
2540	17206	36966
2541	17213	36958
2542	17220	36952
2543	17227	36946
2544	17234	36939
2545	17240	36932
2546	17248	36927
2547	17254	36920
2548	17261	36913
2549	17268	36907
2550	17275	36900
2551	17281	36893
2552	17287	36884
2553	17294	36877
2554	17301	36871
2555	17307	36864
2556	17314	36857
2557	17321	36850
2558	17328	36843
2559	17334	36836
2560	17341	36830
2561	17348	36822
2562	17354	36814
2563	17360	36806
2564	17367	36800
2565	17373	36792
2566	17380	36785
2567	17387	36779
2568	17395	36774
2569	17401	36767
2570	17408	36760
2571	17414	36752
2572	17420	36743
2573	17427	36737
2574	17433	36729
2575	17440	36722
2576	17446	36714
2577	17452	36706
2578	17459	36699
2579	17466	36692
2580	17472	36685
2581	17478	36677
2582	17486	36671
2583	17493	36665
2584	17499	36657
2585	17506	36651
2586	17513	36645
2587	17520	36639
2588	17528	36634
2589	17534	36626
2590	17541	36620
2591	17548	36614
2592	17555	36607
2593	17562	36600
2594	17568	36593
2595	17575	36586
2596	17581	36578
2597	17588	36571
2598	17595	36565
2599	17603	36560
2600	17608	36551
2601	17615	36544
2602	17622	36537
2603	17629	36531
2604	17636	36524
2605	17643	36518
2606	17649	36511
2607	17656	36504
2608	17662	36496
2609	17669	36489
2610	17675	36482
2611	17682	36475
2612	17689	36468
2613	17695	36461
2614	17702	36454
2615	17709	36447
2616	17716	36440
2617	17722	36433
2618	17729	36426
2619	17736	36419
2620	17743	36413
2621	17749	36406
2622	17756	36399
2623	17762	36392
2624	17769	36385
2625	17776	36378
2626	17782	36370
2627	17789	36363
2628	17795	36355
2629	17802	36349
2630	17808	36340
2631	17815	36335
2632	17822	36328
2633	17829	36323
2634	17835	36314
2635	17842	36308
2636	17849	36301
2637	17856	36295
2638	17863	36289
2639	17869	36281
2640	17875	36272
2641	17882	36266
2642	17889	36259
2643	17897	36254
2644	17904	36248
2645	17911	36241
2646	17917	36234
2647	17924	36227
2648	17930	36220
2649	17936	36212
2650	17943	36204
2651	17951	36200
2652	17961	36200
2653	17969	36195
2654	17976	36189
2655	17983	36183
2656	17990	36178
2657	17997	36171
2658	18003	36163
2659	18011	36157
2660	18018	36151
2661	18024	36144
2662	18031	36136
2663	18037	36129
2664	18044	36122
2665	18051	36115
2666	18057	36108
2667	18064	36101
2668	18070	36094
2669	18077	36087
2670	18085	36082
2671	18092	36076
2672	18099	36069
2673	18105	36062
2674	18111	36053
2675	18118	36046
2676	18124	36039
2677	18130	36030
2678	18137	36024
2679	18143	36016
2680	18150	36009
2681	18157	36003
2682	18163	35995
2683	18170	35988
2684	18175	35979
2685	18181	35971
2686	18189	35966
2687	18196	35959
2688	18203	35953
2689	18209	35944
2690	18215	35936
2691	18221	35929
2692	18228	35922
2693	18235	35915
2694	18241	35907
2695	18247	35898
2696	18253	35891
2697	18260	35884
2698	18267	35878
2699	18274	35871
2700	18280	35864
2701	18286	35856
2702	18293	35849
2703	18300	35843
2704	18309	35841
2705	18316	35833
2706	18323	35827
2707	18329	35820
2708	18336	35814
2709	18342	35805
2710	18349	35799
2711	18356	35792
2712	18363	35785
2713	18370	35779
2714	18376	35772
2715	18383	35764
2716	18390	35758
2717	18397	35752
2718	18403	35745
2719	18410	35737
2720	18416	35730
2721	18422	35722
2722	18429	35715
2723	18436	35708
2724	18442	35700
2725	18449	35693
2726	18455	35686
2727	18462	35680
2728	18469	35673
2729	18476	35666
2730	18483	35660
2731	18489	35653
2732	18496	35647
2733	18503	35640
2734	18511	35635
2735	18518	35629
2736	18529	35631
2737	18536	35623
2738	18543	35618
2739	18550	35611
2740	18557	35606
2741	18565	35600
2742	18573	35595
2743	18580	35589
2744	18586	35582
2745	18594	35576
2746	18601	35570
2747	18607	35563
2748	18614	35557
2749	18621	35550
2750	18629	35544
2751	18635	35537
2752	18641	35528
2753	18649	35524
2754	18655	35516
2755	18663	35511
2756	18670	35504
2757	18677	35498
2758	18683	35490
2759	18689	35483
2760	18697	35477
2761	18702	35469
2762	18709	35462
2763	18716	35455
2764	18722	35448
2765	18729	35440
2766	18736	35435
2767	18743	35428
2768	18750	35421
2769	18756	35414
2770	18763	35408
2771	18770	35401
2772	18777	35394
2773	18784	35387
2774	18790	35380
2775	18797	35374
2776	18804	35368
2777	18811	35361
2778	18818	35354
2779	18824	35346
2780	18830	35338
2781	18837	35332
2782	18844	35326
2783	18851	35318
2784	18857	35311
2785	18864	35304
2786	18870	35297
2787	18877	35289
2788	18883	35281
2789	18889	35274
2790	18896	35267
2791	18902	35259
2792	18909	35253
2793	18916	35246
2794	18923	35240
2795	18930	35233
2796	18938	35228
2797	18945	35222
2798	18952	35216
2799	18958	35209
2800	18964	35200
2801	18970	35192
2802	18977	35186
2803	18984	35179
2804	18991	35173
2805	18998	35166
2806	19005	35160
2807	19012	35153
2808	19018	35146
2809	19026	35140
2810	19032	35133
2811	19039	35126
2812	19045	35119
2813	19052	35113
2814	19060	35107
2815	19067	35100
2816	19074	35095
2817	19081	35089
2818	19088	35082
2819	19095	35075
2820	19102	35070
2821	19109	35062
2822	19115	35055
2823	19122	35048
2824	19129	35042
2825	19135	35034
2826	19142	35028
2827	19149	35021
2828	19156	35015
2829	19163	35008
2830	19170	35002
2831	19177	34995
2832	19183	34988
2833	19191	34982
2834	19198	34976
2835	19204	34968
2836	19211	34962
2837	19218	34956
2838	19225	34949
2839	19231	34941
2840	19238	34935
2841	19245	34928
2842	19251	34921
2843	19258	34915
2844	19266	34909
2845	19273	34903
2846	19279	34895
2847	19285	34887
2848	19292	34881
2849	19299	34874
2850	19306	34867
2851	19312	34860
2852	19319	34854
2853	19327	34848
2854	19334	34842
2855	19340	34833
2856	19346	34826
2857	19354	34821
2858	19361	34815
2859	19368	34808
2860	19375	34801
2861	19381	34795
2862	19388	34789
2863	19395	34781
2864	19401	34773
2865	19408	34767
2866	19415	34760
2867	19421	34753
2868	19428	34746
2869	19435	34739
2870	19441	34732
2871	19448	34726
2872	19455	34718
2873	19461	34710
2874	19467	34703
2875	19474	34696
2876	19481	34689
2877	19487	34681
2878	19494	34675
2879	19501	34669
2880	19508	34663
2881	19515	34656
2882	19522	34649
2883	19528	34641
2884	19535	34635
2885	19541	34627
2886	19548	34620
2887	19554	34613
2888	19561	34607
2889	19568	34600
2890	19575	34593
2891	19581	34586
2892	19588	34579
2893	19595	34573
2894	19602	34566
2895	19609	34560
2896	19616	34554
2897	19623	34546
2898	19629	34540
2899	19636	34533
2900	19642	34525
2901	19649	34519
2902	19656	34513
2903	19664	34506
2904	19670	34500
2905	19676	34491
2906	19683	34485
2907	19691	34479
2908	19698	34473
2909	19705	34466
2910	19711	34460
2911	19718	34453
2912	19725	34446
2913	19731	34439
2914	19738	34431
2915	19744	34425
2916	19751	34418
2917	19758	34412
2918	19766	34406
2919	19772	34399
2920	19779	34392
2921	19785	34384
2922	19792	34377
2923	19798	34369
2924	19805	34363
2925	19812	34356
2926	19818	34348
2927	19825	34343
2928	19832	34335
2929	19839	34329
2930	19846	34323
2931	19853	34316
2932	19859	34309
2933	19866	34303
2934	19873	34296
2935	19880	34290
2936	19887	34283
2937	19894	34276
2938	19900	34269
2939	19908	34263
2940	19915	34257
2941	19921	34250
2942	19928	34243
2943	19935	34237
2944	19942	34229
2945	19948	34223
2946	19955	34216
2947	19961	34208
2948	19968	34201
2949	19974	34194
2950	19981	34186
2951	19988	34180
2952	19994	34173
2953	20001	34165
2954	20008	34159
2955	20014	34152
2956	20020	34144
2957	20028	34139
2958	20035	34133
2959	20042	34126
2960	20049	34119
2961	20055	34112
2962	20062	34105
2963	20069	34098
2964	20076	34092
2965	20082	34084
2966	20089	34078
2967	20096	34072
2968	20103	34064
2969	20109	34058
2970	20116	34050
2971	20123	34044
2972	20130	34037
2973	20136	34030
2974	20144	34026
2975	20151	34018
2976	20158	34012
2977	20165	34006
2978	20171	33999
2979	20178	33992
2980	20185	33985
2981	20192	33978
2982	20197	33970
2983	20205	33964
2984	20211	33957
2985	20218	33951
2986	20225	33943
2987	20232	33936
2988	20237	33928
2989	20244	33921
2990	20251	33914
2991	20258	33908
2992	20265	33903
2993	20273	33897
2994	20279	33890
2995	20286	33882
2996	20292	33875
2997	20299	33868
2998	20305	33860
2999	20311	33853
3000	20318	33846
3001	20325	33840
3002	20332	33833
3003	20339	33827
3004	20346	33820
3005	20353	33813
3006	20359	33806
3007	20366	33799
3008	20373	33792
3009	20380	33787
3010	20387	33780
3011	20394	33774
3012	20402	33768
3013	20410	33764
3014	20417	33757
3015	20423	33750
3016	20430	33744
3017	20437	33736
3018	20443	33729
3019	20450	33722
3020	20457	33716
3021	20465	33712
3022	20472	33706
3023	20479	33699
3024	20486	33693
3025	20493	33686
3026	20500	33680
3027	20507	33674
3028	20514	33666
3029	20521	33660
3030	20528	33654
3031	20534	33646
3032	20540	33638
3033	20547	33631
3034	20553	33623
3035	20559	33615
3036	20566	33608
3037	20572	33601
3038	20579	33595
3039	20586	33588
3040	20592	33581
3041	20599	33573
3042	20605	33566
3043	20612	33559
3044	20618	33551
3045	20625	33544
3046	20631	33537
3047	20638	33531
3048	20645	33524
3049	20652	33517
3050	20658	33509
3051	20664	33501
3052	20671	33495
3053	20678	33488
3054	20684	33481
3055	20691	33474
3056	20698	33468
3057	20704	33460
3058	20711	33453
3059	20717	33446
3060	20723	33438
3061	20730	33431
3062	20736	33424
3063	20744	33418
3064	20750	33410
3065	20757	33403
3066	20763	33396
3067	20770	33389
3068	20776	33382
3069	20783	33375
3070	20789	33368
3071	20796	33361
3072	20803	33354
3073	20809	33346
3074	20815	33339
3075	20822	33332
3076	20829	33326
3077	20836	33319
3078	20842	33311
3079	20849	33304
3080	20855	33297
3081	20861	33289
3082	20868	33283
3083	20875	33276
3084	20882	33269
3085	20889	33262
3086	20894	33254
3087	20901	33247
3088	20907	33239
3089	20914	33233
3090	20921	33226
3091	20928	33219
3092	20935	33213
3093	20942	33207
3094	20949	33200
3095	20955	33193
3096	20962	33186
3097	20969	33179
3098	20976	33174
3099	20983	33167
3100	20990	33160
3101	20996	33153
3102	21003	33146
3103	21009	33139
3104	21016	33132
3105	21023	33125
3106	21030	33119
3107	21036	33111
3108	21043	33104
3109	21050	33098
3110	21057	33092
3111	21064	33086
3112	21071	33079
3113	21078	33072
3114	21085	33066
3115	21092	33059
3116	21100	33055
3117	21107	33049
3118	21114	33042
3119	21121	33035
3120	21128	33029
3121	21134	33022
3122	21142	33016
3123	21148	33008
3124	21155	33002
3125	21162	32996
3126	21169	32990
3127	21176	32983
3128	21183	32976
3129	21190	32970
3130	21196	32963
3131	21203	32955
3132	21209	32948
3133	21216	32942
3134	21223	32935
3135	21229	32927
3136	21236	32921
3137	21243	32914
3138	21249	32906
3139	21256	32900
3140	21262	32892
3141	21269	32885
3142	21275	32877
3143	21282	32871
3144	21289	32865
3145	21295	32857
3146	21302	32851
3147	21309	32844
3148	21316	32837
3149	21323	32831
3150	21330	32824
3151	21336	32817
3152	21344	32811
3153	21350	32804
3154	21357	32797
3155	21364	32790
3156	21370	32783
3157	21377	32777
3158	21383	32769
3159	21390	32762
3160	21398	32757
3161	21404	32749
3162	21411	32743
3163	21417	32736
3164	21424	32729
3165	21430	32721
3166	21437	32714
3167	21444	32707
3168	21450	32700
3169	21458	32695
3170	21464	32688
3171	21470	32680
3172	21477	32672
3173	21483	32664
3174	21489	32657
3175	21496	32650
3176	21502	32643
3177	21508	32635
3178	21515	32627
3179	21522	32622
3180	21528	32614
3181	21535	32607
3182	21541	32599
3183	21548	32593
3184	21554	32585
3185	21561	32578
3186	21567	32571
3187	21575	32565
3188	21581	32558
3189	21588	32552
3190	21595	32545
3191	21602	32539
3192	21610	32533
3193	21617	32527
3194	21624	32520
3195	21630	32513
3196	21637	32507
3197	21644	32500
3198	21651	32493
3199	21658	32487
3200	21665	32480
3201	21671	32473
3202	21678	32467
3203	21685	32459
3204	21691	32452
3205	21697	32444
3206	21704	32438
3207	21711	32431
3208	21718	32425
3209	21725	32418
3210	21731	32411
3211	21738	32404
3212	21745	32397
3213	21751	32390
3214	21758	32383
3215	21764	32376
3216	21771	32369
3217	21778	32362
3218	21785	32356
3219	21792	32349
3220	21799	32343
3221	21805	32336
3222	21812	32329
3223	21819	32322
3224	21825	32315
3225	21832	32308
3226	21838	32301
3227	21844	32293
3228	21851	32286
3229	21857	32278
3230	21864	32271
