iter	RMSE
193	0.4160838048
194	0.4158041893
195	0.4152734436
196	0.4149315528
197	0.4144730896
198	0.4141340656
199	0.4139450724
200	0.4136336907
201	0.4134202576
202	0.4130921412
203	0.4126871254
204	0.4124257022
205	0.4120864101
206	0.4116427363
207	0.4112545056
208	0.4107968049
209	0.4102559232
210	0.4098694515
211	0.4096471014
212	0.4092814272
213	0.408965042
214	0.408666963
215	0.4082758212
216	0.4078593161
217	0.4076906821
218	0.4073737822
219	0.4070934305
220	0.406692978
221	0.4061254161
222	0.4059125948
223	0.4055585288
224	0.4050420403
225	0.4047081304
226	0.4044507698
227	0.4041069826
228	0.4039019512
229	0.403647883
230	0.4032547755
231	0.4029849857
232	0.4025798507
233	0.4019948834
234	0.4016609685
235	0.4013998954
236	0.4010465217
237	0.4005278858
238	0.4002249604
239	0.4000457106
240	0.3996290962
241	0.3993166734
242	0.3990273663
243	0.3987139262
244	0.3985883418
245	0.3983067206
246	0.3979517023
247	0.3976392274
248	0.3973194117
249	0.3971141736
250	0.3970289184
251	0.3966223112
252	0.3963638403
253	0.3961017283
254	0.3958181239
255	0.3954494942
256	0.395148962
257	0.3949152093
258	0.3945917167
259	0.394152151
260	0.3937900894
261	0.3935555832
262	0.3933239952
263	0.3930087313
264	0.3927725361
265	0.3922816909
266	0.392039481
267	0.3917722998
268	0.3914298542
269	0.3912191921
270	0.3909500664
271	0.3906893635
272	0.3903082653
273	0.3901419237
274	0.3898329631
275	0.3896218519
276	0.3891863356
277	0.3888581009
278	0.3885883893
279	0.3881426102
280	0.3878689635
281	0.3876235353
282	0.3873448679
283	0.3870540575
284	0.386787747
285	0.3864459231
286	0.3861324351
287	0.38575039
288	0.385485969
289	0.3850715739
290	0.3847959924
291	0.3844495139
292	0.3841849312
293	0.3839370633
294	0.3836620624
295	0.3834811911
296	0.3830183123
297	0.3826044968
298	0.382432503
299	0.3821447624
300	0.3818221676
301	0.3815534771
302	0.3813180874
303	0.3808443847
304	0.3805062523
305	0.3802517382
306	0.3799857611
307	0.3795790713
308	0.3792381765
309	0.3790010912
310	0.378847857
311	0.3786356545
312	0.378424795
313	0.3780450457
314	0.377646664
315	0.3774402754
316	0.3771997392
317	0.3768873787
318	0.376666948
319	0.3764598641
320	0.3763354766
321	0.3760150818
322	0.375872583
323	0.3754221753
324	0.3751581412
325	0.374986643
326	0.3747162759
327	0.3744821239
328	0.3741740869
329	0.3737757691
330	0.373497031
331	0.3733099117
332	0.3729625555
333	0.3726592963
334	0.3723772967
335	0.3720243146
336	0.3717314671
337	0.371523838
338	0.3710949145
339	0.3709305941
340	0.370705922
341	0.3702822949
342	0.3701023918
343	0.3699570827
344	0.3697110946
345	0.3694723943
346	0.3693081265
347	0.3689434329
348	0.3687150376
349	0.3686182702
350	0.3684495595
351	0.368358423
352	0.3680621278
353	0.3678915569
354	0.3675945264
355	0.3672663177
356	0.3671005775
357	0.3668890256
358	0.3665218169
359	0.3663133757
360	0.3660709204
361	0.3658942395
362	0.365649563
363	0.3653685596
364	0.3652667605
365	0.3649792686
366	0.3648583655
367	0.3645130186
368	0.3641170338
369	0.3638193126
370	0.3636913161
371	0.3633243871
372	0.3630619938
373	0.3629419622
374	0.3626264124
375	0.362345276
376	0.3621037682
377	0.3619611627
378	0.3617570718
379	0.3615624736
380	0.3612762105
381	0.3610737843
382	0.3608002305
383	0.3605711454
384	0.3603467373
385	0.360197566
386	0.3599511229
387	0.3598122032
388	0.3595419732
389	0.359015894
390	0.3587462683
391	0.358509716
392	0.3581652156
393	0.3579734856
394	0.3575535498
395	0.3573431968
396	0.3571345072
397	0.3569595813
398	0.3568029984
399	0.3564277537
400	0.3561553132
401	0.3558705837
402	0.3556982411
403	0.3555736245
404	0.3552738234
405	0.3548712196
406	0.354595969
407	0.3544051315
408	0.3542749993
409	0.3539528134
410	0.3537460767
411	0.3535229222
412	0.3531538735
413	0.3528376059
414	0.3527385597
415	0.3526773145
416	0.3524424769
417	0.3522795321
418	0.3519525642
419	0.3518203312
420	0.3515357113
421	0.3513252824
422	0.3511181025
423	0.350968154
424	0.3505463063
425	0.3502636772
426	0.3501413618
427	0.3499547811
428	0.3496977306
429	0.3495123916
430	0.3493501781
431	0.3489916138
432	0.3488493419
433	0.3487450588
434	0.3485796993
435	0.3483427558
436	0.3482600159
437	0.3480825629
438	0.3478702048
439	0.3475171716
440	0.3472204553
441	0.3469524607
442	0.346717275
443	0.3466333276
444	0.3465294624
445	0.346140389
446	0.3459128071
447	0.3456859545
448	0.3453909537
449	0.3449955689
450	0.344760093
451	0.3445896549
452	0.3444730924
453	0.3443272558
454	0.3441546687
455	0.343925969
456	0.3437240541
457	0.3434755006
458	0.3432714139
459	0.3429186846
460	0.3427855016
461	0.3426750294
462	0.3424807466
463	0.3422550028
464	0.3419965968
465	0.3417386161
466	0.3415542817
467	0.341272841
468	0.3409449368
469	0.3408554216
470	0.3407005584
471	0.3404689087
472	0.3401358067
473	0.3399527463
474	0.3398171548
475	0.3396417175
476	0.3394308987
477	0.3392656446
478	0.3390615835
479	0.3388094049
480	0.3386507747
481	0.3385063353
482	0.3382108113
483	0.3379783604
484	0.3377569715
485	0.337505959
486	0.3373253145
487	0.3371343909
488	0.3369210323
489	0.3366906466
490	0.3364623555
491	0.336293865
492	0.3360495039
493	0.3358387038
494	0.335634496
495	0.3354092669
496	0.3352122806
497	0.3350663891
498	0.3348069243
499	0.3345987352
500	0.3344945582
501	0.3344079534
502	0.3340459651
503	0.3338377044
504	0.3336341202
505	0.3334598326
506	0.3333047234
507	0.3332048437
508	0.333093679
509	0.3329846902
510	0.332741291
511	0.3326210377
512	0.3324648819
513	0.3321240408
514	0.3320651574
515	0.3319305112
516	0.3317388808
517	0.3316061087
518	0.3313433189
519	0.3310114701
520	0.3307982906
521	0.3306257398
522	0.3303757785
523	0.3301851801
524	0.3299963214
525	0.3298509237
526	0.3296339282
527	0.3293611171
528	0.3293398947
529	0.3292087616
530	0.3291846642
531	0.3290143119
532	0.3288338028
533	0.328675718
534	0.328394708
535	0.3281641196
536	0.3279532815
537	0.3277780908
538	0.3275494431
539	0.3273197604
540	0.3272561189
541	0.3269971207
542	0.3268347738
543	0.3266205786
544	0.3264881773
545	0.3262065027
546	0.3260936081
547	0.3258851477
548	0.3257571037
549	0.3256279452
550	0.3254906006
551	0.3253573207
552	0.3251490537
553	0.3250690074
554	0.3248825259
555	0.324720728
556	0.3245946685
557	0.3243928896
558	0.3241046248
559	0.3238700207
560	0.3237246985
561	0.323565588
562	0.3232875261
563	0.3229827357
564	0.3227490653
565	0.3225927641
566	0.3224003343
567	0.3222218187
568	0.3221064809
569	0.3218966051
570	0.3217201811
571	0.3215722729
572	0.321382673
573	0.3212389503
574	0.3210921353
575	0.321077653
576	0.3208016776
577	0.3206172938
578	0.3204870255
579	0.3202763585
580	0.3201794603
581	0.3200512798
582	0.3198318728
583	0.3196471362
584	0.3194715294
585	0.3193039913
586	0.3191427558
587	0.3189641288
588	0.3187227579
589	0.3185661631
590	0.3184202448
591	0.3182347779
592	0.3180539243
593	0.3179518326
594	0.3177602266
595	0.3177571446
596	0.3175478
597	0.3174023545
598	0.3173234435
599	0.3170929522
600	0.3168549162
601	0.3166101032
602	0.3165878446
603	0.3164491179
604	0.3161678865
605	0.3159352374
606	0.3156245022
607	0.3153923061
608	0.3152503889
609	0.3150763416
610	0.3149144491
611	0.3146369157
612	0.3144408259
613	0.3142871195
614	0.3141559623
615	0.3139749001
616	0.3138424431
617	0.3136113011
618	0.3134607113
619	0.3132435112
620	0.3130771176
621	0.3128553139
622	0.3126399061
623	0.312455405
624	0.3122116831
625	0.3120710851
626	0.311964769
627	0.3117936087
628	0.3115952303
629	0.3114573957
630	0.3112490383
631	0.3110925831
632	0.3108821508
633	0.310597808
634	0.3103961959
635	0.3101950004
636	0.3100527097
637	0.3098024285
638	0.3095733216
639	0.3094775678
640	0.3092974043
641	0.3091433695
642	0.3090185928
643	0.3088255239
644	0.3085893675
645	0.3083095238
646	0.3081621102
647	0.3080072892
648	0.30786735
649	0.3077040276
650	0.3075622413
651	0.3073968343
652	0.3072439464
653	0.3070675379
654	0.3068509449
655	0.3067421783
656	0.3065984116
657	0.3063358443
658	0.3061506349
659	0.3059225512
660	0.3057038455
661	0.3056615717
662	0.3054934635
663	0.3053748992
664	0.3051196584
665	0.3050209481
666	0.3049013723
667	0.3047664426
668	0.3045853921
669	0.3044619197
670	0.3042801521
671	0.3041073748
672	0.3039850839
673	0.3038358528
674	0.303734238
675	0.3035926577
676	0.3034316935
677	0.3032005235
678	0.30302979
679	0.3027944813
680	0.3026672749
681	0.302530734
682	0.3023691365
683	0.302148565
684	0.3020566206
685	0.3019608754
686	0.3017644381
687	0.3014845247
688	0.3013812814
689	0.3012001366
690	0.3011179146
691	0.3008494635
692	0.300747979
693	0.3005051919
694	0.3003856094
695	0.3002057839
696	0.3000978804
697	0.2999188476
698	0.2997933245
699	0.2995461261
700	0.2994613101
701	0.2992158869
702	0.298974028
703	0.2987586833
704	0.2986745339
705	0.298516696
706	0.2984275535
707	0.2984176431
708	0.298340586
709	0.2981038391
710	0.2979524723
711	0.2978981442
712	0.2977124793
713	0.2975186868
714	0.2973154317
715	0.297144876
716	0.2969941962
717	0.2968463404
718	0.2967240726
719	0.2965789611
720	0.2964094458
721	0.2962084846
722	0.2960966377
723	0.2960085723
724	0.2958858331
725	0.2957748046
726	0.295680454
727	0.2953944275
728	0.2952246286
729	0.2951023934
730	0.2949104138
731	0.2948018627
732	0.2946555046
733	0.2944360869
734	0.2943124499
735	0.2942023225
736	0.2940105795
737	0.2938648988
738	0.2936446206
739	0.2935894399
740	0.2933562482
741	0.2932086972
742	0.2931877087
743	0.2930862643
744	0.2929733321
745	0.2928642283
746	0.292642098
747	0.2924033865
748	0.2922340241
749	0.2920933469
750	0.2918286402
751	0.2916115318
752	0.291433775
753	0.2912434779
754	0.2910318603
755	0.2909516472
756	0.2908808285
757	0.2908316372
758	0.2906464623
759	0.2905943878
760	0.2903644227
761	0.2901379422
762	0.2900054181
763	0.2898703934
764	0.2897653896
765	0.2895671911
766	0.2894131168
767	0.2892547873
768	0.2891309333
769	0.2889016774
770	0.2887796579
771	0.2885877526
772	0.2884842276
773	0.2883786645
774	0.2882610912
775	0.2881327847
776	0.2880065992
777	0.2878920514
778	0.2877399861
779	0.2876735403
780	0.2874514275
781	0.2873663516
782	0.2872521736
783	0.2871022763
784	0.2869253223
785	0.2867644156
786	0.286629882
787	0.2864458294
788	0.2863335559
789	0.2862739548
790	0.2861094296
791	0.285988093
792	0.2858438872
793	0.2857591424
794	0.2856376477
795	0.2854220554
796	0.2852566052
797	0.2849227031
798	0.2848454678
799	0.2846279633
800	0.2845402029
801	0.2843103493
802	0.2841735395
803	0.284033846
804	0.2838741809
805	0.283744607
806	0.2835194393
807	0.2833615666
808	0.28321374
809	0.2831974242
810	0.2830068639
811	0.2827794048
812	0.2826402193
813	0.2825808563
814	0.282409203
815	0.2822789288
816	0.2820953784
817	0.2820014562
818	0.281783142
819	0.2815808532
820	0.2814667696
821	0.2813831795
822	0.2812379564
823	0.2809735825
824	0.2808260299
825	0.2807018817
826	0.2805931457
827	0.2804783031
828	0.2803442352
829	0.2801395261
830	0.280044402
831	0.2799783965
832	0.2798095658
833	0.2795852574
834	0.2793774862
835	0.2792740515
836	0.2791075894
837	0.2789908828
838	0.2788593694
839	0.2785974251
840	0.2784151415
841	0.2783046999
842	0.2780379331
843	0.2777860192
844	0.2776440731
845	0.2775238384
846	0.2774789017
847	0.2773189905
848	0.2771917768
849	0.2771012661
850	0.2770007045
851	0.2768695905
852	0.2768072888
853	0.2766298084
854	0.2764837335
855	0.2763499211
856	0.2761921101
857	0.2759862
858	0.2758921762
859	0.2758450566
860	0.2757447529
861	0.2754692462
862	0.2753991545
863	0.2751764406
864	0.2750491616
865	0.2748521681
866	0.2747658154
867	0.2746217396
868	0.2744671018
869	0.2743936606
870	0.2742312788
871	0.2740819161
872	0.273891156
873	0.2736909781
874	0.2735979755
875	0.273451698
876	0.2733654281
877	0.2732095474
878	0.2731260599
879	0.2730229173
880	0.2728957609
881	0.2727373056
882	0.2726463553
883	0.2724593803
884	0.2722342729
885	0.2721402409
886	0.2720119383
887	0.2718524754
888	0.2717511061
889	0.2716421761
890	0.2714891084
891	0.2714065887
892	0.2712696032
893	0.2711407771
894	0.2710421527
895	0.2710082613
896	0.2708725055
897	0.2707024129
898	0.2705762729
899	0.270548399
900	0.2704463432
901	0.2703185479
902	0.2701418515
903	0.2699863342
904	0.26981484
905	0.2696427298
906	0.2695301403
907	0.2692041992
908	0.2691588571
909	0.2690254272
910	0.2688152893
911	0.2687380268
912	0.2686470251
913	0.2685563178
914	0.2684861804
915	0.2684027265
916	0.2682856637
917	0.2681779775
918	0.2680101058
919	0.2679192957
920	0.2677773471
921	0.2675535706
922	0.2674110655
923	0.2673179974
924	0.2672043581
925	0.2670868748
926	0.2669519852
927	0.2668429553
928	0.2667348979
929	0.26653522
930	0.2663927884
931	0.26619947
932	0.2659913407
933	0.2658454212
934	0.2657456637
935	0.2656483914
936	0.2655576761
937	0.2654107693
938	0.2653301879
939	0.26514832
940	0.264940754
941	0.2647818265
942	0.2645896016
943	0.2644360989
944	0.2643261522
945	0.2642611387
946	0.264169667
947	0.2640743025
948	0.2639828603
949	0.2638780521
950	0.2637900942
951	0.2636108314
952	0.2634703235
953	0.2633675627
954	0.2632859537
955	0.2630840081
956	0.2628565503
957	0.2627106602
958	0.2626152793
959	0.262470084
960	0.262392978
961	0.2623142129
962	0.2621742401
963	0.2620481525
964	0.2619978256
965	0.2618340292
966	0.2616415551
967	0.2615267149
968	0.2614306153
969	0.2613035104
970	0.2612390202
971	0.261058723
972	0.2609003712
973	0.2608115852
974	0.2607275228
975	0.2606078085
976	0.2604292665
977	0.2603298487
978	0.2602324018
979	0.2601309557
980	0.2599989963
981	0.2599315972
982	0.2598562646
983	0.2597359693
984	0.2595662357
985	0.2592917525
986	0.2591275245
987	0.2590838087
988	0.2588592967
989	0.2587043514
990	0.2585245355
991	0.2583343623
992	0.2581373885
993	0.2580242787
994	0.2578652848
995	0.257738421
996	0.2575903535
997	0.2574524413
998	0.2573479471
999	0.2572592205
1000	0.2571306451
1001	0.25692589
1002	0.2567624109
1003	0.2566476483
1004	0.2565288738
1005	0.2564307878
1006	0.256171698
1007	0.2560492003
1008	0.2559332372
1009	0.2558034852
1010	0.2556773428
1011	0.2555612985
1012	0.2553477366
1013	0.2552466719
1014	0.2551604986
1015	0.2551580526
1016	0.2550811022
1017	0.254980724
1018	0.2549236049
1019	0.2548694211
1020	0.2547685184
1021	0.2546711897
1022	0.2545539702
1023	0.2543972659
1024	0.2542442051
1025	0.2541710841
1026	0.2539983854
1027	0.2539211622
1028	0.2538104098
1029	0.2537584532
1030	0.2536737504
1031	0.2536671599
1032	0.2536659828
1033	0.2535589254
1034	0.2534310476
1035	0.2533195509
1036	0.2531803203
1037	0.2530750301
1038	0.2529568823
1039	0.2528869681
1040	0.2528745203
1041	0.2527539376
1042	0.2526707814
1043	0.2525904438
1044	0.2524985392
1045	0.2524141057
1046	0.2522927333
1047	0.2521845063
1048	0.2519603848
1049	0.2517596129
1050	0.2516507404
1051	0.2515768282
1052	0.2514629349
1053	0.2513930553
1054	0.2513538426
1055	0.2512649186
1056	0.2511247749
1057	0.2509859925
1058	0.2508568014
1059	0.2506977565
1060	0.2506078608
1061	0.2504991449
1062	0.2503259995
1063	0.250253027
1064	0.250180936
1065	0.2500639705
1066	0.2499653277
1067	0.2498276565
1068	0.2497325124
1069	0.2496114802
1070	0.2494734965
1071	0.2493638119
1072	0.2492393225
1073	0.2491850985
1074	0.2490207875
1075	0.2489207576
1076	0.2487567985
1077	0.2486516013
1078	0.2484414312
1079	0.248292258
1080	0.2482475895
1081	0.2482437797
1082	0.2481409292
1083	0.2480016351
1084	0.2478435942
1085	0.2477143127
1086	0.2475055294
1087	0.2473634628
1088	0.2472004889
1089	0.2470654759
1090	0.2469120291
1091	0.2468287264
1092	0.246749076
1093	0.2466395382
1094	0.2465194107
1095	0.2464352083
1096	0.2463895075
1097	0.2463366056
1098	0.2461988874
1099	0.2460705233
1100	0.2460085842
1101	0.2458264936
1102	0.2457110306
1103	0.2456424407
1104	0.2455306618
1105	0.2454315583
1106	0.2452845079
1107	0.2451586675
1108	0.2450730413
1109	0.2450359122
1110	0.2449506967
1111	0.2448660179
1112	0.2447337953
1113	0.2446107225
1114	0.2444787052
1115	0.2443607241
1116	0.2443063935
1117	0.2440980281
1118	0.2440065726
1119	0.243868691
1120	0.2437226203
1121	0.2435836416
1122	0.2434229628
1123	0.2433128156
1124	0.2432226505
1125	0.2431129257
1126	0.2430351922
1127	0.2428965558
1128	0.2427821836
1129	0.2427279923
1130	0.2425867036
1131	0.2425857323
1132	0.2424536624
1133	0.2423663532
1134	0.2421422993
1135	0.2420814091
1136	0.2419383985
1137	0.2418003009
1138	0.2417451778
1139	0.2416164076
1140	0.2415164568
1141	0.2414101854
1142	0.2412390777
1143	0.2411772388
1144	0.2410485688
1145	0.2409840376
1146	0.2408764542
1147	0.2407591434
1148	0.2407037231
1149	0.2405808842
1150	0.2404502705
1151	0.2402799106
1152	0.2401767325
1153	0.240053549
1154	0.2399061903
1155	0.2398486556
1156	0.2397660013
1157	0.2396178258
1158	0.2395063047
1159	0.2394453695
1160	0.2393297661
1161	0.2392278554
1162	0.2391356429
1163	0.2390022946
1164	0.2389173729
1165	0.2388155716
1166	0.2387301202
1167	0.2386700435
1168	0.2385326417
1169	0.2384101412
1170	0.2383846741
1171	0.2382904198
1172	0.2382044314
1173	0.2381100616
1174	0.2380225918
1175	0.2379365623
1176	0.2378633295
1177	0.2377492659
1178	0.2376369826
1179	0.2375402593
1180	0.2374110438
1181	0.2373324623
1182	0.2372572183
1183	0.2371755008
1184	0.2370678647
1185	0.2370667943
1186	0.2370078011
1187	0.2369323916
1188	0.236737667
1189	0.2366007306
1190	0.2364560581
1191	0.2363349032
1192	0.2362437428
1193	0.2361771491
1194	0.2361365108
1195	0.2359946305
1196	0.2359931817
1197	0.2359236021
1198	0.2358367416
1199	0.2357566952
1200	0.2356796189
1201	0.235563895
1202	0.23542611
1203	0.235337534
1204	0.2351515018
1205	0.2350407863
1206	0.2349094383
1207	0.2347868702
1208	0.2346320084
1209	0.2345095414
1210	0.2344364799
1211	0.2343495999
1212	0.2342404405
1213	0.2340987646
1214	0.2340455083
1215	0.2339793538
1216	0.2338756148
1217	0.2337532463
1218	0.2336253346
1219	0.2335211668
1220	0.2333431607
1221	0.2333068843
1222	0.2331541579
1223	0.2330710295
1224	0.2329814492
1225	0.232840178
1226	0.232739275
1227	0.232560486
1228	0.2323733466
1229	0.2322341182
1230	0.2321356019
1231	0.2320830377
1232	0.2319223911
1233	0.2317884498
1234	0.2316391028
1235	0.231601089
1236	0.2315367015
1237	0.2314717834
1238	0.2313915078
1239	0.23134012
1240	0.2312083141
1241	0.2310945364
1242	0.2310766949
1243	0.2309856395
1244	0.2309849953
1245	0.2309145456
1246	0.2309087657
1247	0.2308052442
1248	0.2306874007
1249	0.2305170508
1250	0.2302896057
1251	0.2301775962
1252	0.2301178926
1253	0.2300320782
1254	0.2299516242
1255	0.229873973
1256	0.2297784548
1257	0.2296716968
1258	0.2295943057
1259	0.2294835844
1260	0.2293468622
1261	0.2292376948
1262	0.2291222208
1263	0.2289964706
1264	0.2288989875
1265	0.2288186295
1266	0.2287005447
1267	0.2286397629
1268	0.2285959766
1269	0.2284856107
1270	0.2284041071
1271	0.2284033339
1272	0.2282771056
1273	0.2281776718
1274	0.228140889
1275	0.2280482018
1276	0.2278947983
1277	0.2276937995
1278	0.2276145977
1279	0.227547775
1280	0.2274632644
1281	0.2274301762
1282	0.2272602158
1283	0.2271412289
1284	0.2270840714
1285	0.2270192868
1286	0.2268830029
1287	0.2267767601
1288	0.2266030034
1289	0.2264822337
1290	0.2263758502
1291	0.2263033267
1292	0.2262070758
1293	0.2260391001
1294	0.2258818753
1295	0.2258349904
1296	0.2257493331
1297	0.2256841465
1298	0.2256075002
1299	0.2255236387
1300	0.2254637318
1301	0.2253311952
1302	0.2252497798
1303	0.2251090009
1304	0.2250453895
1305	0.2249545147
1306	0.2248640194
1307	0.224756247
1308	0.2246744776
1309	0.2246022314
1310	0.2245012953
1311	0.2244121525
1312	0.2242715583
1313	0.2241383311
1314	0.2240814354
1315	0.2240161244
1316	0.2237739514
1317	0.2236154033
1318	0.2235535552
1319	0.2234730884
1320	0.2233887678
1321	0.2233220572
1322	0.2232492056
1323	0.2231419991
1324	0.2230692423
1325	0.222993437
1326	0.22290701
1327	0.2228280474
1328	0.2227486125
1329	0.2226350766
1330	0.2225677598
1331	0.2224695405
1332	0.2223872414
1333	0.2222998276
1334	0.2221954104
1335	0.2221104034
1336	0.2220411039
1337	0.2219576679
1338	0.2218980213
1339	0.2218010714
1340	0.2217488344
1341	0.22166895
1342	0.2215821026
1343	0.2214994151
1344	0.221384884
1345	0.2213434124
1346	0.2212950378
1347	0.2211957496
1348	0.2211297935
1349	0.2210617971
1350	0.2209610141
1351	0.2208441174
1352	0.2206728602
1353	0.2205829637
1354	0.2204864309
1355	0.2204018625
1356	0.2202883988
1357	0.2201986927
1358	0.2200838284
1359	0.219970481
1360	0.2199166662
1361	0.2198237962
1362	0.2197998427
1363	0.2196809701
1364	0.2195672049
1365	0.2195174712
1366	0.2193721684
1367	0.2192667751
1368	0.2191743131
1369	0.2190986231
1370	0.2190231579
1371	0.2189223328
1372	0.2187773355
1373	0.2187058394
1374	0.2185916713
1375	0.2185012471
1376	0.2184508396
1377	0.2183128109
1378	0.2182143364
1379	0.2181089065
1380	0.2180098038
1381	0.2179242776
1382	0.2178128584
1383	0.2177623493
1384	0.2176703567
1385	0.2175258387
1386	0.2174856335
1387	0.2174265949
1388	0.2173383026
1389	0.2172439713
1390	0.2171509951
1391	0.2170651761
1392	0.2169544542
1393	0.216864771
1394	0.2167002355
1395	0.216616473
1396	0.2165036018
1397	0.216412732
1398	0.2163207084
1399	0.2162553892
1400	0.2161865869
1401	0.2161337956
1402	0.2160626429
1403	0.2159968912
1404	0.2158807859
1405	0.2157552409
1406	0.2156546663
1407	0.2155665705
1408	0.2154444044
1409	0.215414616
1410	0.2153315189
1411	0.2152130395
1412	0.2150710007
1413	0.2149771401
1414	0.2148679709
1415	0.2147626303
1416	0.2146578448
1417	0.2145607637
1418	0.2144495631
1419	0.2143399308
1420	0.2142863755
1421	0.214206597
1422	0.2141866479
1423	0.2141816818
1424	0.2141255524
1425	0.2140079479
1426	0.2139134874
1427	0.2138444265
1428	0.2137545962
1429	0.2136925884
1430	0.213641082
1431	0.2135352437
1432	0.2134277392
1433	0.2133392708
1434	0.2132832013
1435	0.2131590846
1436	0.2130493031
1437	0.2129466393
1438	0.2128893322
1439	0.2128044057
1440	0.2127427108
1441	0.2125913698
1442	0.2125287904
1443	0.2124078906
1444	0.2123407451
1445	0.2122632798
1446	0.2121583635
1447	0.2120846873
1448	0.2120114446
1449	0.2120020746
1450	0.2119144661
1451	0.2119135377
1452	0.2118173685
1453	0.2117068229
1454	0.2116236407
1455	0.2115159116
1456	0.2114497699
1457	0.2113479336
1458	0.2112811616
1459	0.2111935264
1460	0.2110790395
1461	0.2109745
1462	0.2108437703
1463	0.2107298088
1464	0.2106383958
1465	0.2105465361
1466	0.210482704
1467	0.2104610545
1468	0.2103535407
1469	0.2103162265
1470	0.2103154278
1471	0.2102462637
1472	0.2101841152
1473	0.2100601933
1474	0.2099228061
1475	0.2098150457
1476	0.2097142709
1477	0.2096700289
1478	0.2096097565
1479	0.2095096674
1480	0.2093616
1481	0.209307655
1482	0.209221918
1483	0.2091546349
1484	0.2090898716
1485	0.2089782401
1486	0.2088847174
1487	0.2087979354
1488	0.2086846973
1489	0.208572878
1490	0.2084862259
1491	0.2083973494
1492	0.2082650663
1493	0.2081475449
1494	0.208022896
1495	0.2079436281
1496	0.2078597254
1497	0.2076988618
1498	0.2076262894
1499	0.2074800029
1500	0.2074373774
1501	0.207302046
1502	0.2072172688
1503	0.2070968819
1504	0.2070516865
1505	0.2069488006
1506	0.2068740965
1507	0.2068205947
1508	0.2066687192
1509	0.2065958914
1510	0.2064653174
1511	0.2063488271
